timestamp,model_variant,model_type,architecture,activation,parameter_count,weighting_method,lambda_D,lambda_N,adaptive_ema,ntk_batch_size,weight_update_every,epochs_requested,epochs_completed,learning_rate_final,device,random_seed,interior_points,boundary_density,h1_m,h2_m,dam_depth_m,domain_length_m,final_total_loss,reference_points,rmse_percent,mae_percent,max_abs_error_m,relative_l2_error,r2,prediction_min_m,prediction_max_m,final_loss_dirichlet,final_loss_neumann,final_loss_bc_h1,final_weight_bc_h1,final_ntk_trace_bc_h1,final_loss_bc_h2,final_weight_bc_h2,final_ntk_trace_bc_h2,final_loss_bc_vx0,final_weight_bc_vx0,final_ntk_trace_bc_vx0,final_loss_bc_vy0,final_weight_bc_vy0,final_ntk_trace_bc_vy0,final_loss_pde,final_weight_pde,final_ntk_trace_pde
2026-07-22T12:37:55+02:00,fixed_weights,MLP,"[2, 50, 50, 50, 50, 1]",Tanh,7851,grouped fixed weights,20.0,5.0,,,,10000,10000,0.001,mps,1,10000,1000,20,5,25,150,1.5936689376831055,573,8.732415013183905,7.266240463051418,4.658681869506836,0.07646479321174117,0.9330190501463571,5.8393659591674805,19.90770721435547,0.02086648903787136,0.22471506893634796,0.0142201017588377,,,0.006646387744694948,,,0.12848123908042908,,,0.09623382985591888,,,0.05276380479335785,,
2026-07-22T12:37:55+02:00,adaptive_ntk,MLP,"[2, 50, 50, 50, 50, 1]",Tanh,7851,inverse NTK trace with EMA,20.0,5.0,0.9,32.0,50.0,10000,10000,1.52587890625e-08,mps,1,10000,1000,20,5,25,150,3.273608684539795,573,17.549870814050582,14.618286534900939,6.015162467956543,0.1536742402489028,0.7294606672412628,5.896000385284424,20.204011917114258,0.04880089685320854,0.5495017319917679,0.01726585254073143,2.42418134419557,55.311283111572266,0.03153504431247711,1.0650943897641876,131.44287109375,0.5399152040481567,0.5144850413559886,334.56353759765625,0.009586527943611145,0.9819107118814864,132.8815460205078,22.946176528930664,0.014328512802768147,10797.2138671875
