timestamp,model_type,architecture,activation,parameter_count,weighting_method,adaptive_ema,ntk_batch_size,weight_update_every,epochs_requested,epochs_completed,learning_rate_final,device,random_seed,interior_points,boundary_density,reference_points,h1_m,h2_m,dam_depth_m,domain_length_m,rmse_m,mae_m,max_abs_error_m,relative_l2_error,r2,prediction_min_m,prediction_max_m,final_total_loss,final_loss_bc_h1,final_weight_bc_h1,final_ntk_trace_bc_h1,final_loss_bc_h2,final_weight_bc_h2,final_ntk_trace_bc_h2,final_loss_bc_vx0,final_weight_bc_vx0,final_ntk_trace_bc_vx0,final_loss_bc_vy0,final_weight_bc_vy0,final_ntk_trace_bc_vy0,final_loss_pde,final_weight_pde,final_ntk_trace_pde
2026-07-22T11:30:42+02:00,MLP,"[2, 50, 50, 50, 50, 1]",Tanh,7851,inverse NTK trace with EMA,0.9,32,50,5000,5000,3.0517578125e-08,mps,1,10000,1000,573,20,5,25,150,4.560007041826891,4.152723498770408,9.57690143585205,0.26619592630519084,0.18823359277382157,9.376574516296387,19.081270217895508,0.3595544099807739,0.1503141075372696,1.0729493747311265,177.61488342285156,0.0877356007695198,1.2279289474882011,155.5873565673828,0.06051710620522499,1.2816850935467532,145.13668823242188,0.005908792372792959,1.295679201234748,147.28131103515625,0.043710868805646896,0.12175738299917152,1783.4359130859375
